"germplasmName","MWgroup","Institute","FullSampleName"
"I981581","TrainingPopulations","NRCRI","I981581:250368033"
"GCO100P1","TrainingPopulations","NRCRI","GCO100P1:250367969"
"IITA-TMS-IBA101330","TrainingPopulations","NRCRI","I101330:250399858"
"TMS30555200GYP12","TrainingPopulations","NRCRI","TMS30555200GYP12:250367961"
"GCO046P1","TrainingPopulations","NRCRI","GCO046P1:250368035"
"TME315GYP61","TrainingPopulations","NRCRI","TME315GYP61:250399750"
"GCO157P71","TrainingPopulations","NRCRI","GCO157P71:250367965"
"CPCR17BP2","TrainingPopulations","NRCRI","CPCR17BP2:250368002"
"GCO213P36","TrainingPopulations","NRCRI","GCO213P36:250399722"
"CPDCR9AP15","TrainingPopulations","NRCRI","CPDCR9AP15:250399785"
"TME315GYP53","TrainingPopulations","NRCRI","TME315GYP53:250367970"
"CPCR11BP8","TrainingPopulations","NRCRI","CPCR11BP8:250399720"
"GCO157P91","TrainingPopulations","NRCRI","GCO157P91:250368012"
"GCO100P4","TrainingPopulations","NRCRI","GCO100P4:250367962"
"CPDCR9AP5","TrainingPopulations","NRCRI","CPDCR9AP5:250368032"
"TMS30555200GYP14","TrainingPopulations","NRCRI","TMS30555200GYP14:250368017"
"GCO246P1","TrainingPopulations","NRCRI","GCO246P1:250399713"
"GCO016P10","TrainingPopulations","NRCRI","GCO016P10:250399744"
"GCO157P67","TrainingPopulations","NRCRI","GCO157P67:250368022"
"CPCR12BP9","TrainingPopulations","NRCRI","CPCR12BP9:250367992"
"CPCR24BP12","TrainingPopulations","NRCRI","CPCR24BP12:250368003"
"CPCR24BP16","TrainingPopulations","NRCRI","CPCR24BP16:250368011"
"CPDCR9AP3","TrainingPopulations","NRCRI","CPDCR9AP3:250367995"
"TME315GYP48","TrainingPopulations","NRCRI","TME315GYP48:250367964"
"I090616CM","TrainingPopulations","NRCRI","I090616CM:250099184"
"GCO215P3","TrainingPopulations","NRCRI","GCO215P3:250367959"
"GCO157P25","TrainingPopulations","NRCRI","GCO157P25:250367979"
"GCO266P3","TrainingPopulations","NRCRI","GCO266P3:250367968"
"I030572","TrainingPopulations","NRCRI","I030572:250399844"
"CPCR27BP14","TrainingPopulations","NRCRI","CPCR27BP14:250368024"
"CPCR26BP27","TrainingPopulations","NRCRI","CPCR26BP27:250368025"
"CPCR15BP67","TrainingPopulations","NRCRI","CPCR15BP67:250367991"
"CPCR15BP7","TrainingPopulations","NRCRI","CPCR15BP7:250399758"
"CO08022","TrainingPopulations","NRCRI","CO08022:250368021"
"GCO002P5","TrainingPopulations","NRCRI","GCO002P5:250367987"
"CPCR15BP89","TrainingPopulations","NRCRI","CPCR15BP89:250368030"
"TMS85108411","TrainingPopulations","NRCRI","TMS85108411:250368013"
"TMS930330","TrainingPopulations","NRCRI","TMS930330:250368042"
"CPCR15BP88","TrainingPopulations","NRCRI","CPCR15BP88:250399795"
"TMEB1646","TrainingPopulations","NRCRI","TMEB1646:250254394"
"CR355","TrainingPopulations","NRCRI","CR355:250367966"
"CPCR24BP1","TrainingPopulations","NRCRI","CPCR24BP1:250367994"
"GCO016P11","TrainingPopulations","NRCRI","GCO016P11:250399787"
"GCO021P20","TrainingPopulations","NRCRI","GCO021P20:250367986"
"CPCR15BP16","TrainingPopulations","NRCRI","CPCR15BP16:250368009"
"GCO249P4","TrainingPopulations","NRCRI","GCO249P4:250399752"
"GCO322P4","TrainingPopulations","NRCRI","GCO322P4:250399735"
"CR100P15","TrainingPopulations","NRCRI","CR100P15:250368047"
"GCO213P13","TrainingPopulations","NRCRI","GCO213P13:250368031"
"GCO016P16","TrainingPopulations","NRCRI","GCO016P16:250399767"
"GCO311P7","TrainingPopulations","NRCRI","GCO311P7:250399732"
"GCO213P12","TrainingPopulations","NRCRI","GCO213P12:250368037"
"GCO311P8","TrainingPopulations","NRCRI","GCO311P8:250399754"
"CR3991","TrainingPopulations","NRCRI","CR3991:250399741"
"GCO322P6","TrainingPopulations","NRCRI","GCO322P6:250399879"
"GCO002P13","TrainingPopulations","NRCRI","GCO002P13:250399770"
"GCO247P1","TrainingPopulations","NRCRI","GCO247P1:250399790"
"GCO213P46","TrainingPopulations","NRCRI","GCO213P46:250399766"
"GCO002P24","TrainingPopulations","NRCRI","GCO002P24:250399731"
"GCO239P6","TrainingPopulations","NRCRI","GCO239P6:250399716"
"GCO028P1","TrainingPopulations","NRCRI","GCO028P1:250399792"
"GCO213P38","TrainingPopulations","NRCRI","GCO213P38:250399736"
"GCO028P3","TrainingPopulations","NRCRI","GCO028P3:250399799"
"GCO312P7","TrainingPopulations","NRCRI","GCO312P7:250399724"
"GCO048P10","TrainingPopulations","NRCRI","GCO048P10:250399768"
"CW536P11","TrainingPopulations","NRCRI","CW536P11:250368027"
"GCO313P2","TrainingPopulations","NRCRI","GCO313P2:250399760"
"GCO315P5","TrainingPopulations","NRCRI","GCO315P5:250368043"
"GCO314P4","TrainingPopulations","NRCRI","GCO314P4:250367996"
"GCO015P31","TrainingPopulations","NRCRI","GCO015P31:250399740"
"GCO322P3","TrainingPopulations","NRCRI","GCO322P3:250399709"
"GCO314P8","TrainingPopulations","NRCRI","GCO314P8:250399765"
"GCO189P2","TrainingPopulations","NRCRI","GCO189P2:250399769"
"GCO015P12","TrainingPopulations","NRCRI","GCO015P12:250399775"
"CR100P8","TrainingPopulations","NRCRI","CR100P8:250399721"
"GCO021P6","TrainingPopulations","NRCRI","GCO021P6:250399779"
"GCO311P17","TrainingPopulations","NRCRI","GCO311P17:250399776"
"GCO021P10","TrainingPopulations","NRCRI","GCO021P10:250399747"
"GCO311P14","TrainingPopulations","NRCRI","GCO311P14:250367998"
"GCO312P1","TrainingPopulations","NRCRI","GCO312P1:250399788"
"GCO452P9","TrainingPopulations","NRCRI","GCO452P9:250399739"
"GCO100P2","TrainingPopulations","NRCRI","GCO100P2:250399738"
"GCO015P24","TrainingPopulations","NRCRI","GCO015P24:250399797"
"GCO016P18","TrainingPopulations","NRCRI","GCO016P18:250399794"
"GCO311P6","TrainingPopulations","NRCRI","GCO311P6:250399719"
"GCO444P30","TrainingPopulations","NRCRI","GCO444P30:250399777"
"GCO311P2","TrainingPopulations","NRCRI","GCO311P2:250399743"
"GCO314P2","TrainingPopulations","NRCRI","GCO314P2:250399782"
"GCO313P1","TrainingPopulations","NRCRI","GCO313P1:250368050"
"GCO316P2","TrainingPopulations","NRCRI","GCO316P2:250399761"
"GCO249P24","TrainingPopulations","NRCRI","GCO249P24:250367997"
"GCO067P3","TrainingPopulations","NRCRI","GCO067P3:250399707"
"GCO314P3","TrainingPopulations","NRCRI","GCO314P3:250399711"
"GCO239P8","TrainingPopulations","NRCRI","GCO239P8:250399774"
"GCO249P41","TrainingPopulations","NRCRI","GCO249P41:250368038"
"GCO015P15","TrainingPopulations","NRCRI","GCO015P15:250399793"
"GCO016P22","TrainingPopulations","NRCRI","GCO016P22:250399734"
"TMS30555200GYP21","TrainingPopulations","NRCRI","TMS30555200GYP21:250368029"
"F28R2P04","SelectedParentsOfC2a","NRCRI","F28R2P04:250591605"
"F28R2P04","SelectedParentsOfC2a","NRCRI","F28R2P04:250591567"
"F28R13P01","GS_C1a","NRCRI","F28R13P01:250591550"
"F28R13P01","GS_C1a","NRCRI","F28R13P01:250591512"
"F219P008","GS_C1a","NRCRI","F219P008:250597308"
"F219P008","GS_C1a","NRCRI","F219P008:250597313"
"F27R27P06","GS_C1a","NRCRI","F27R27P06:250591519"
"F27R27P06","GS_C1a","NRCRI","F27R27P06:250591557"
"F28R2P03","GS_C1a","NRCRI","F28R2P03:250591597"
"F28R2P03","GS_C1a","NRCRI","F28R2P03:250591559"
"F28R13P02","GS_C1a","NRCRI","F28R13P02:250591558"
"F28R13P02","GS_C1a","NRCRI","F28R13P02:250591520"
"F219P001","GS_C1a","NRCRI","F219P001:250597252"
"F219P001","GS_C1a","NRCRI","F219P001:250597257"
"F28R13P06","GS_C1a","NRCRI","F28R13P06:250591552"
"F28R13P06","GS_C1a","NRCRI","F28R13P06:250591590"
"F216P010","GS_C1a","NRCRI","F216P010:250597234"
"F216P010","GS_C1a","NRCRI","F216P010:250597239"
"F28R2P01","GS_C1a","NRCRI","F28R2P01:250591543"
"F28R2P01","GS_C1a","NRCRI","F28R2P01:250591581"
"F219P006","GS_C1a","NRCRI","F219P006:250597292"
"F219P006","GS_C1a","NRCRI","F219P006:250597297"
"F219P005","GS_C1a","NRCRI","F219P005:250597284"
"F219P005","GS_C1a","NRCRI","F219P005:250597289"
"F219P009","GS_C1a","NRCRI","F219P009:250597316"
"F219P009","GS_C1a","NRCRI","F219P009:250597321"
"F28R13P04","GS_C1a","NRCRI","F28R13P04:250591574"
"F28R13P04","GS_C1a","NRCRI","F28R13P04:250591536"
"F216P014","GS_C1a","NRCRI","F216P014:250597266"
"F216P014","GS_C1a","NRCRI","F216P014:250597271"
"F216P024","GS_C1a","NRCRI","F216P024:250597251"
"F216P024","GS_C1a","NRCRI","F216P024:250597256"
"F216P032","GS_C1a","NRCRI","F216P032:250597320"
"F216P032","GS_C1a","NRCRI","F216P032:250597315"
"F216P023","GS_C1a","NRCRI","F216P023:250597248"
"F216P023","GS_C1a","NRCRI","F216P023:250597243"
"F226P001","GS_C1a","NRCRI","F226P001:250597245"
"F226P001","GS_C1a","NRCRI","F226P001:250597302"
"F219P007","GS_C1a","NRCRI","F219P007:250597300"
"F219P007","GS_C1a","NRCRI","F219P007:250597305"
"F216P016","GS_C1a","NRCRI","F216P016:250597282"
"F216P016","GS_C1a","NRCRI","F216P016:250597287"
"F216P017","GS_C1a","NRCRI","F216P017:250597295"
"F216P017","GS_C1a","NRCRI","F216P017:250597290"
"F219P002","GS_C1a","NRCRI","F219P002:250597260"
"F219P002","GS_C1a","NRCRI","F219P002:250597265"
"F219P003","GS_C1a","NRCRI","F219P003:250597273"
"F219P003","GS_C1a","NRCRI","F219P003:250597268"
"F216P015","GS_C1a","NRCRI","F216P015:250597274"
"F216P015","GS_C1a","NRCRI","F216P015:250597279"
"F216P019","GS_C1a","NRCRI","F216P019:250597311"
"F216P019","GS_C1a","NRCRI","F216P019:250597306"
"F28R2P05","GS_C1a","NRCRI","F28R2P05:250591518"
"F28R2P05","GS_C1a","NRCRI","F28R2P05:250591575"
"F219P010","GS_C1a","NRCRI","F219P010:250597229"
"F219P010","GS_C1a","NRCRI","F219P010:250597286"
"F28R2P08","GS_C1a","NRCRI","F28R2P08:250591542"
"F28R2P08","GS_C1a","NRCRI","F28R2P08:250591599"
"F219P004","GS_C1a","NRCRI","F219P004:250597276"
"F219P004","GS_C1a","NRCRI","F219P004:250597281"
"F219P011","GS_C1a","NRCRI","F219P011:250597294"
"F219P011","GS_C1a","NRCRI","F219P011:250597237"
"F216P028","GS_C1a","NRCRI","F216P028:250597288"
"F216P028","GS_C1a","NRCRI","F216P028:250597283"
"F28R13P07","GS_C1a","NRCRI","F28R13P07:250591598"
"F28R13P07","GS_C1a","NRCRI","F28R13P07:250591560"
"F28R13P03","GS_C1a","NRCRI","F28R13P03:250591566"
"F28R13P03","GS_C1a","NRCRI","F28R13P03:250591528"
"F28R2P02","GS_C1a","NRCRI","F28R2P02:250591551"
"F28R2P02","GS_C1a","NRCRI","F28R2P02:250591589"
"F216P035","GS_C1a","NRCRI","F216P035:250597244"
"F216P035","GS_C1a","NRCRI","F216P035:250597249"
"F216P030","GS_C1a","NRCRI","F216P030:250597304"
"F216P030","GS_C1a","NRCRI","F216P030:250597299"
"F216P027","GS_C1a","NRCRI","F216P027:250597280"
"F216P027","GS_C1a","NRCRI","F216P027:250597275"
"F216P025","GS_C1a","NRCRI","F216P025:250597264"
"F216P025","GS_C1a","NRCRI","F216P025:250597259"
"F216P020","GS_C1a","NRCRI","F216P020:250597319"
"F216P020","GS_C1a","NRCRI","F216P020:250597314"
"F216P029","GS_C1a","NRCRI","F216P029:250597291"
"F216P029","GS_C1a","NRCRI","F216P029:250597296"
"F28R13P08","GS_C1a","NRCRI","F28R13P08:250591606"
"F28R13P08","GS_C1a","NRCRI","F28R13P08:250591568"
"F216P033","GS_C1a","NRCRI","F216P033:250597233"
"F216P033","GS_C1a","NRCRI","F216P033:250597228"
"F216P013","GS_C1a","NRCRI","F216P013:250597258"
"F216P013","GS_C1a","NRCRI","F216P013:250597263"
"F226P003","GS_C1a","NRCRI","F226P003:250597269"
"F226P003","GS_C1a","NRCRI","F226P003:250597318"
"F216P009","GS_C1a","NRCRI","F216P009:250597231"
"F216P009","GS_C1a","NRCRI","F216P009:250597226"
"F216P021","GS_C1a","NRCRI","F216P021:250597227"
"F216P021","GS_C1a","NRCRI","F216P021:250597232"
"F216P034","GS_C1a","NRCRI","F216P034:250597241"
"F216P034","GS_C1a","NRCRI","F216P034:250597236"
"F216P012","GS_C1a","NRCRI","F216P012:250597250"
"F216P012","GS_C1a","NRCRI","F216P012:250597255"
"F27R27P07","GS_C1a","NRCRI","F27R27P07:250591527"
"F27R27P07","GS_C1a","NRCRI","F27R27P07:250591565"
"F216P026","GS_C1a","NRCRI","F216P026:250597272"
"F216P026","GS_C1a","NRCRI","F216P026:250597267"
"F27R27P05","GS_C1a","NRCRI","F27R27P05:250591549"
"F27R27P05","GS_C1a","NRCRI","F27R27P05:250591511"
"F216P022","GS_C1a","NRCRI","F216P022:250597235"
"F216P022","GS_C1a","NRCRI","F216P022:250597240"
"F27R27P08","GS_C1a","NRCRI","F27R27P08:250591573"
"F27R27P08","GS_C1a","NRCRI","F27R27P08:250591535"
"F28R13P05","GS_C1a","NRCRI","F28R13P05:250591582"
"F28R13P05","GS_C1a","NRCRI","F28R13P05:250591544"
"F216P018","GS_C1a","NRCRI","F216P018:250597303"
"F216P018","GS_C1a","NRCRI","F216P018:250597298"
"F226P002","GS_C1a","NRCRI","F226P002:250597310"
"F226P002","GS_C1a","NRCRI","F226P002:250597253"
"F28R2P06","GS_C1a","NRCRI","F28R2P06:250591526"
"F28R2P06","GS_C1a","NRCRI","F28R2P06:250591583"
"F216P031","GS_C1a","NRCRI","F216P031:250597312"
"F216P031","GS_C1a","NRCRI","F216P031:250597307"
"F216P011","GS_C1a","NRCRI","F216P011:250597242"
"F216P011","GS_C1a","NRCRI","F216P011:250597247"
"F11R24P08","SelectedParentsOfC2a","NRCRI","F11R24P08:250593446"
"F1P034","SelectedParentsOfC2a","NRCRI","F1P034:250589688"
"F75P003","SelectedParentsOfC2a","NRCRI","F75P003:250589820"
"F71P003","SelectedParentsOfC2a","NRCRI","F71P003:250589748"
"F27R14P03","SelectedParentsOfC2a","NRCRI","F27R14P03:250591407"
"F116P001","SelectedParentsOfC2a","NRCRI","F116P001:250590071"
"F140P011","SelectedParentsOfC2a","NRCRI","F140P011:250597046"
"F13R6P03","SelectedParentsOfC2a","NRCRI","F13R6P03:250593632"
"F140P006","SelectedParentsOfC2a","NRCRI","F140P006:250597006"
"F38P001","SelectedParentsOfC2a","NRCRI","F38P001:250589816"
"F120P016","SelectedParentsOfC2a","NRCRI","F120P016:250592816"
"F1P039","SelectedParentsOfC2a","NRCRI","F1P039:250589633"
"F9R23P01","SelectedParentsOfC2a","NRCRI","F9R23P01:250593360"
"F4R05P01","SelectedParentsOfC2a","NRCRI","F4R05P01:250593242"
"F27P001","SelectedParentsOfC2a","NRCRI","F27P001:250589750"
"F41P001","SelectedParentsOfC2a","NRCRI","F41P001:250589770"
"F123P008","SelectedParentsOfC2a","NRCRI","F123P008:250592873"
"F129P003","SelectedParentsOfC2a","NRCRI","F129P003:250592996"
"F16R18P15","SelectedParentsOfC2a","NRCRI","F16R18P15:250593745"
"F29R19P01","SelectedParentsOfC2a","NRCRI","F29R19P01:250591548"
"F2R20P07","SelectedParentsOfC2a","NRCRI","F2R20P07:250593088"
"F24P003","SelectedParentsOfC2a","NRCRI","F24P003:250589789"
"F8R1P04","SelectedParentsOfC2a","NRCRI","F8R1P04:250593348"
"F16R18P12","SelectedParentsOfC2a","NRCRI","F16R18P12:250593721"
"F81P001","SelectedParentsOfC2a","NRCRI","F81P001:250589942"
"F66P003","SelectedParentsOfC2a","NRCRI","F66P003:250589771"
"F4R27P02","SelectedParentsOfC2a","NRCRI","F4R27P02:250593204"
"F2R14P07","SelectedParentsOfC2a","NRCRI","F2R14P07:250593103"
"F68P002","SelectedParentsOfC2a","NRCRI","F68P002:250589803"
"F140P003","SelectedParentsOfC2a","NRCRI","F140P003:250596982"
"F135P001","SelectedParentsOfC2a","NRCRI","F135P001:250592959"
"F29P02","SelectedParentsOfC2a","NRCRI","F29P02:250589806"
"F6R21P04","SelectedParentsOfC2a","NRCRI","F6R21P04:250593255"
"F26R25P01","SelectedParentsOfC2a","NRCRI","F26R25P01:250591437"
"F28R2P07","SelectedParentsOfC2a","NRCRI","F28R2P07:250591591"
"F140P009","SelectedParentsOfC2a","NRCRI","F140P009:250597030"
"F115P007","SelectedParentsOfC2a","NRCRI","F115P007:250590047"
"F140P016","SelectedParentsOfC2a","NRCRI","F140P016:250596999"
"F135P011","SelectedParentsOfC2a","NRCRI","F135P011:250592944"
"F1R14P02","SelectedParentsOfC2a","NRCRI","F1R14P02:250593061"
"F4P007","SelectedParentsOfC2a","NRCRI","F4P007:250589645"
"F1P032","SelectedParentsOfC2a","NRCRI","F1P032:250589672"
"F25R24P08","SelectedParentsOfC2a","NRCRI","F25R24P08:250591403"
"F3P017","SelectedParentsOfC2a","NRCRI","F3P017:250589698"
"F44P002","SelectedParentsOfC2a","NRCRI","F44P002:250589810"
"F24P007","SelectedParentsOfC2a","NRCRI","F24P007:250589821"
"F116P004","SelectedParentsOfC2a","NRCRI","F116P004:250590000"
"F120P021","SelectedParentsOfC2a","NRCRI","F120P021:250592856"
"F118P008","GS_C1a","NRCRI","F118P008:250590057"
"F13R2P04","GS_C1a","NRCRI","F13R2P04:250593576"
"F140P008","GS_C1a","NRCRI","F140P008:250597022"
"F93P001","GS_C1a","NRCRI","F93P001:250589937"
"F18R15P03","GS_C1a","NRCRI","F18R15P03:250591178"
"F11R22P05","GS_C1a","NRCRI","F11R22P05:250593453"
"F6R21P03","GS_C1a","NRCRI","F6R21P03:250593247"
"F135P006","GS_C1a","NRCRI","F135P006:250592999"
"F4R22P01","GS_C1a","NRCRI","F4R22P01:250593195"
"F99P006","GS_C1a","NRCRI","F99P006:250589906"
"F3P001","GS_C1a","NRCRI","F3P001:250589665"
"F135P010","GS_C1a","NRCRI","F135P010:250592936"
"F115P009","GS_C1a","NRCRI","F115P009:250590063"
"F214P006","GS_C1a","NRCRI","F214P006:250597185"
"F1P018","GS_C1a","NRCRI","F1P018:250589655"
"F24R26P01","GS_C1a","NRCRI","F24R26P01:250591424"
"F19R10P01","GS_C1a","NRCRI","F19R10P01:250591188"
"F116P003","GS_C1a","NRCRI","F116P003:250589992"
"F82P004","GS_C1a","NRCRI","F82P004:250589895"
"F25P001","GS_C1a","NRCRI","F25P001:250589734"
"F119P018","GS_C1a","NRCRI","F119P018:250592790"
"F3P034","GS_C1a","NRCRI","F3P034:250589644"
"F128P011","GS_C1a","NRCRI","F128P011:250592948"
"F30P001","GS_C1a","NRCRI","F30P001:250589822"
"F27R14P01","GS_C1a","NRCRI","F27R14P01:250591391"
"F99P001","GS_C1a","NRCRI","F99P001:250589866"
"F41P002","GS_C1a","NRCRI","F41P002:250589778"
"F24P001","GS_C1a","NRCRI","F24P001:250589773"
"F16R29P01","GS_C1a","NRCRI","F16R29P01:250593682"
"F23P003","GS_C1a","NRCRI","F23P003:250589765"
"F4R27P05","GS_C1a","NRCRI","F4R27P05:250593228"
"F141P011","GS_C1a","NRCRI","F141P011:250597048"
"F123P006","GS_C1a","NRCRI","F123P006:250592857"
"F8R3P01","GS_C1a","NRCRI","F8R3P01:250593293"
"F43P001","GS_C1a","NRCRI","F43P001:250589794"
"F135P017","GS_C1a","NRCRI","F135P017:250592992"
"F9R23P07","GS_C1a","NRCRI","F9R23P07:250593432"
"F114P018","GS_C1a","NRCRI","F114P018:250589991"
"F100P001","GS_C1a","NRCRI","F100P001:250589914"
"F9R20P08","GS_C1a","NRCRI","F9R20P08:250593352"
"F24P002","GS_C1a","NRCRI","F24P002:250589781"
"F135P016","GS_C1a","NRCRI","F135P016:250592984"
"F4P002","GS_C1a","NRCRI","F4P002:250589700"
"F12R27P05","GS_C1a","NRCRI","F12R27P05:250593607"
"F3P002","GS_C1a","NRCRI","F3P002:250589673"
"F117P004","GS_C1a","NRCRI","F117P004:250590032"
"F79P004","GS_C1a","NRCRI","F79P004:250589917"
"F12R10P05","GS_C1a","NRCRI","F12R10P05:250593455"
"F26R15P02","GS_C1a","NRCRI","F26R15P02:250591404"
"F123P005","GS_C1a","NRCRI","F123P005:250592849"
"F19R18P08","GS_C1a","NRCRI","F19R18P08:250591213"
"F3P008","GS_C1a","NRCRI","F3P008:250589626"
"F83P002","GS_C1a","NRCRI","F83P002:250589919"
"F13R22P03","GS_C1a","NRCRI","F13R22P03:250593633"
"F3R11P05","GS_C1a","NRCRI","F3R11P05:250593113"
"F123P007","GS_C1a","NRCRI","F123P007:250592865"
"F4R02P01","GS_C1a","NRCRI","F4R02P01:250593218"
"F16R18P08","GS_C1a","NRCRI","F16R18P08:250593689"
"F17R20P08","GS_C1a","NRCRI","F17R20P08:250593700"
"F1R14P06","GS_C1a","NRCRI","F1R14P06:250593093"
"F17R16P03","GS_C1a","NRCRI","F17R16P03:250593691"
"F1P031","GS_C1a","NRCRI","F1P031:250589664"
"F23R27P07","GS_C1a","NRCRI","F23R27P07:250591318"
"F28P003","GS_C1a","NRCRI","F28P003:250589774"
"F1P041","GS_C1a","NRCRI","F1P041:250589649"
"F142P002","GS_C1a","NRCRI","F142P002:250597001"
"F157P002","GS_C1a","NRCRI","F157P002:250597100"
"F8R3P03","GS_C1a","NRCRI","F8R3P03:250593309"
"F129P002","GS_C1a","NRCRI","F129P002:250592988"
"F135P009","GS_C1a","NRCRI","F135P009:250592928"
"F81P002","GS_C1a","NRCRI","F81P002:250589950"
"F39P004","GS_C1a","NRCRI","F39P004:250589753"
"F115P004","GS_C1a","NRCRI","F115P004:250590023"
"F152P001","GS_C1a","NRCRI","F152P001:250597123"
"F11R6P03","GS_C1a","NRCRI","F11R6P03:250593499"
"F12R3P02","GS_C1a","NRCRI","F12R3P02:250593462"
"F3R23P02","GS_C1a","NRCRI","F3R23P02:250593058"
"F12R10P02","GS_C1a","NRCRI","F12R10P02:250593431"
"F2R20P04","GS_C1a","NRCRI","F2R20P04:250593064"
"F115P001","GS_C1a","NRCRI","F115P001:250589999"
"F136P001","GS_C1a","NRCRI","F136P001:250592913"
"F79P002","GS_C1a","NRCRI","F79P002:250589901"
"F172P021","GS_C1a","NRCRI","F172P021:250597191"
"F18R15P05","GS_C1a","NRCRI","F18R15P05:250591186"
"F140P015","GS_C1a","NRCRI","F140P015:250596991"
"F140P007","GS_C1a","NRCRI","F140P007:250597014"
"F115P002","GS_C1a","NRCRI","F115P002:250590007"
"F6R21P02","GS_C1a","NRCRI","F6R21P02:250593239"
"F135P002","GS_C1a","NRCRI","F135P002:250592967"
"F119P031","GS_C1a","NRCRI","F119P031:250592783"
"F117P002","GS_C1a","NRCRI","F117P002:250590016"
"F140P023","GS_C1a","NRCRI","F140P023:250597055"
"F14R28P03","GS_C1a","NRCRI","F14R28P03:250593565"
"F18R4P08","GS_C1a","NRCRI","F18R4P08:250593733"
"F118P006","GS_C1a","NRCRI","F118P006:250590041"
"F128P003","GS_C1a","NRCRI","F128P003:250592860"
"F142P005","GS_C1a","NRCRI","F142P005:250597025"
"F118P004","GS_C1a","NRCRI","F118P004:250590025"
"F9R23P08","GS_C1a","NRCRI","F9R23P08:250593440"
"F79P006","GS_C1a","NRCRI","F79P006:250589933"
"F20R6P04","GS_C1a","NRCRI","F20R6P04:250591214"
"F79P001","GS_C1a","NRCRI","F79P001:250589893"
"F1P010","GS_C1a","NRCRI","F1P010:250589686"
"F1P021","GS_C1a","NRCRI","F1P021:250589679"
"F115P003","GS_C1a","NRCRI","F115P003:250590015"
"F26R19P10","GS_C1a","NRCRI","F26R19P10:250591429"
"F28R2P07","GS_C1a","NRCRI","F28R2P07:250591534"
"F12R10P08","GS_C1a","NRCRI","F12R10P08:250593479"
"F112P001","GS_C1a","NRCRI","F112P001:250590013"
"F3P026","GS_C1a","NRCRI","F3P026:250589675"
"F3R05P08","GS_C1a","NRCRI","F3R05P08:250593073"
"F10R12P05","GS_C1a","NRCRI","F10R12P05:250593490"
"F6R21P01","GS_C1a","NRCRI","F6R21P01:250593231"
"F32P002","GS_C1a","NRCRI","F32P002:250589767"
"F18R4P05","GS_C1a","NRCRI","F18R4P05:250593709"
"F169P006","GS_C1a","NRCRI","F169P006:250597110"
"F5R18P01","GS_C1a","NRCRI","F5R18P01:250593198"
"F197P001","GS_C1a","NRCRI","F197P001:250597152"
"F29P01","GS_C1a","NRCRI","F29P01:250589798"
"F26P001","GS_C1a","NRCRI","F26P001:250589742"
"F30P002","GS_C1a","NRCRI","F30P002:250589735"
"F102P002","GS_C1a","NRCRI","F102P002:250589883"
"F13R6P04","GS_C1a","NRCRI","F13R6P04:250593545"
"F32P001","GS_C1a","NRCRI","F32P001:250589759"
"F16R4P03","GS_C1a","NRCRI","F16R4P03:250593735"
"F37P004","GS_C1a","NRCRI","F37P004:250589792"
"F115P006","GS_C1a","NRCRI","F115P006:250590039"
"F83P003","GS_C1a","NRCRI","F83P003:250589927"
"F6R28P02","GS_C1a","NRCRI","F6R28P02:250593257"
"F135P015","GS_C1a","NRCRI","F135P015:250592976"
"F16R18P01","GS_C1a","NRCRI","F16R18P01:250593728"
"F79P003","GS_C1a","NRCRI","F79P003:250589909"
"F1P025","GS_C1a","NRCRI","F1P025:250589616"
"F9R20P03","GS_C1a","NRCRI","F9R20P03:250593312"
"F3R25P07","GS_C1a","NRCRI","F3R25P07:250593186"
"F11R13P03","GS_C1a","NRCRI","F11R13P03:250593436"
"F1R13P03","GS_C1a","NRCRI","F1R13P03:250593116"
"F3P022","GS_C1a","NRCRI","F3P022:250589643"
"F79P014","GS_C1a","NRCRI","F79P014:250589902"
"F120P017","GS_C1a","NRCRI","F120P017:250592824"
"F28R15P05","GS_C1a","NRCRI","F28R15P05:250591600"
"F2R20P03","GS_C1a","NRCRI","F2R20P03:250593056"
"F143P010","GS_C1a","NRCRI","F143P010:250597018"
"F74P002","GS_C1a","NRCRI","F74P002:250589796"
"F27R11P06","GS_C1a","NRCRI","F27R11P06:250591446"
"F93P002","GS_C1a","NRCRI","F93P002:250589945"
"F13R22P04","GS_C1a","NRCRI","F13R22P04:250593546"
"F79P012","GS_C1a","NRCRI","F79P012:250589886"
"F25R8P03","GS_C1a","NRCRI","F25R8P03:250591394"
"F26R25P08","GS_C1a","NRCRI","F26R25P08:250591398"
"F119P008","GS_C1a","NRCRI","F119P008:250592805"
"F116P002","GS_C1a","NRCRI","F116P002:250590079"
"F6R23P04","GS_C1a","NRCRI","F6R23P04:250593224"
"F23P002","GS_C1a","NRCRI","F23P002:250589757"
"F1P003","GS_C1a","NRCRI","F1P003:250589622"
"F11R22P01","GS_C1a","NRCRI","F11R22P01:250593421"
"F13R26P02","GS_C1a","NRCRI","F13R26P02:250593594"
"F114P001","GS_C1a","NRCRI","F114P001:250590045"
"F18R4P02","GS_C1a","NRCRI","F18R4P02:250593685"
"F140P010","GS_C1a","NRCRI","F140P010:250597038"
"F112P002","GS_C1a","NRCRI","F112P002:250590021"
"F25R6P05","GS_C1a","NRCRI","F25R6P05:250591433"
"F2R20P02","GS_C1a","NRCRI","F2R20P02:250593048"
"F100P005","GS_C1a","NRCRI","F100P005:250589946"
"F93P003","GS_C1a","NRCRI","F93P003:250589953"
"F119P015","GS_C1a","NRCRI","F119P015:250592861"
