"DNASample","LibraryPrepID","LibraryPlateID","KeyfilePopulationLabel","DNA_Plate","KeyfilePedigree","FullSampleName","OrigKeyFile","Population","Institute"
"Cameroon_042",250227884,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_042:250227884","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_043",250227885,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_043:250227885","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_044",250227886,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_044:250227886","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_045",250227887,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_045:250227887","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_047",250227889,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_047:250227889","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_048",250227890,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_048:250227890","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_049",250227891,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_049:250227891","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_050",250227892,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_050:250227892","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_051",250227893,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_051:250227893","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_052",250227894,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_052:250227894","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_053",250227895,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_053:250227895","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_054",250227896,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_054:250227896","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_055",250227897,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_055:250227897","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_056",250227898,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_056:250227898","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_057",250227899,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_057:250227899","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_058",250227900,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_058:250227900","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_059",250227901,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_059:250227901","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_060",250227902,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_060:250227902","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_061",250227903,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_061:250227903","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_062",250227904,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_062:250227904","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_063",250227905,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_063:250227905","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_064",250227906,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_064:250227906","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_065",250227907,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_065:250227907","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_066",250227908,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_066:250227908","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_067",250227909,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_067:250227909","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_068",250227910,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_068:250227910","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_069",250227911,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_069:250227911","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_070",250227912,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_070:250227912","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_071",250227913,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_071:250227913","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_072",250227914,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_072:250227914","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_073",250227915,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_073:250227915","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_074",250227916,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_074:250227916","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_075",250227917,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_075:250227917","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_076",250227918,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_076:250227918","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_077",250227919,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_077:250227919","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_078",250227920,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_078:250227920","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_079",250227921,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_079:250227921","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_080",250227922,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_080:250227922","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_081",250227923,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_081:250227923","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_082",250227924,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_082:250227924","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_083",250227925,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_083:250227925","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_084",250227926,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_084:250227926","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_085",250227927,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_085:250227927","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_086",250227928,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_086:250227928","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_087",250227929,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_087:250227929","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_088",250227930,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_088:250227930","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_089",250227931,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_089:250227931","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_090",250227932,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_090:250227932","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_091",250227933,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_091:250227933","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_092",250227934,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_092:250227934","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_093",250227935,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_093:250227935","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_094",250227936,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_094:250227936","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_095",250227937,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_095:250227937","cassavaGBSkey_20160607","CRPRTB","IITA"
"Cameroon_096",250227938,450017804,"Cameroon","IITACRPRTBCA006",NA,"Cameroon_096:250227938","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_001",250227970,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_001:250227970","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_002",250227971,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_002:250227971","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_003",250227972,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_003:250227972","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_004",250227973,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_004:250227973","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_005",250227974,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_005:250227974","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_006",250227975,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_006:250227975","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_007",250227976,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_007:250227976","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_008",250227977,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_008:250227977","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_009",250227978,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_009:250227978","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_010",250227979,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_010:250227979","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_011",250227980,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_011:250227980","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_012",250227981,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_012:250227981","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_013",250227982,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_013:250227982","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_014",250227983,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_014:250227983","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_015",250227984,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_015:250227984","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_016",250227985,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_016:250227985","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_017",250227986,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_017:250227986","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_018",250227987,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_018:250227987","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_019",250227988,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_019:250227988","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_020",250227989,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_020:250227989","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_021",250227990,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_021:250227990","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_022",250227991,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_022:250227991","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_023",250227992,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_023:250227992","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_024",250227993,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_024:250227993","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_025",250227994,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_025:250227994","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_026",250227995,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_026:250227995","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_027",250227996,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_027:250227996","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_028",250227997,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_028:250227997","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_029",250227998,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_029:250227998","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_030",250227999,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_030:250227999","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_031",250228000,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_031:250228000","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_032",250228001,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_032:250228001","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_033",250228002,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_033:250228002","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_034",250228003,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_034:250228003","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_035",250228004,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_035:250228004","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_036",250228005,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_036:250228005","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_037",250228006,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_037:250228006","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_038",250228007,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_038:250228007","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_039",250228008,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_039:250228008","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_040",250228009,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_040:250228009","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_041",250228010,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_041:250228010","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_042",250228011,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_042:250228011","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_043",250228012,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_043:250228012","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_044",250228013,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_044:250228013","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_045",250228014,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_045:250228014","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_046",250228015,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_046:250228015","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_047",250228016,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_047:250228016","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_048",250228017,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_048:250228017","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_049",250228018,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_049:250228018","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_050",250228019,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_050:250228019","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_052",250228021,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_052:250228021","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_053",250228022,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_053:250228022","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_054",250228023,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_054:250228023","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_055",250228024,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_055:250228024","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_056",250228025,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_056:250228025","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_057",250228026,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_057:250228026","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_058",250228027,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_058:250228027","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_059",250228028,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_059:250228028","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_060",250228029,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_060:250228029","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_061",250228030,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_061:250228030","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_062",250228031,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_062:250228031","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_063",250228032,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_063:250228032","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_064",250228033,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_064:250228033","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_065",250228034,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_065:250228034","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_066",250228035,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_066:250228035","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_067",250228036,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_067:250228036","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_068",250228037,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_068:250228037","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_069",250228038,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_069:250228038","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_070",250228039,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_070:250228039","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_071",250228040,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_071:250228040","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_072",250228041,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_072:250228041","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_073",250228042,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_073:250228042","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_074",250228043,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_074:250228043","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_075",250228044,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_075:250228044","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_076",250228045,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_076:250228045","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_077",250228046,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_077:250228046","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_078",250228047,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_078:250228047","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_079",250228048,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_079:250228048","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_080",250228049,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_080:250228049","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_081",250228050,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_081:250228050","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_082",250228051,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_082:250228051","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_083",250228052,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_083:250228052","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_084",250228053,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_084:250228053","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_085",250228054,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_085:250228054","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_086",250228055,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_086:250228055","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_087",250228056,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_087:250228056","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_088",250228057,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_088:250228057","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_089",250228058,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_089:250228058","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_090",250228059,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_090:250228059","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_091",250228060,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_091:250228060","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_092",250228061,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_092:250228061","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_093",250228062,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_093:250228062","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_094",250228063,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_094:250228063","cassavaGBSkey_20160607","CRPRTB","IITA"
"DRC_095",250228064,450017805,"DRC","IITACRPRTBCA007",NA,"DRC_095:250228064","cassavaGBSkey_20160607","CRPRTB","IITA"
