"DNASample","LibraryPrepID","LibraryPlateID","KeyfilePopulationLabel","DNA_Plate","KeyfilePedigree","FullSampleName","OrigKeyFile","Population","Institute"
"TMS15F1147P0001",250465397,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1307P0007xTMS13F1063P0019","TMS15F1147P0001:250465397","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1148P0001",250465398,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1307P0004xTMS13F1084P0006","TMS15F1148P0001:250465398","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1148P0003",250465399,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1307P0004xTMS13F1084P0006","TMS15F1148P0003:250465399","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1148P0005",250465400,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1307P0004xTMS13F1084P0006","TMS15F1148P0005:250465400","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1148P0006",250475615,450023063,"genomic selection.C3","CASSAVA_GS_076","TMS13F1307P0004xTMS13F1084P0006","TMS15F1148P0006:250475615","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1148P0007",250475616,450023063,"genomic selection.C3","CASSAVA_GS_076","TMS13F1307P0004xTMS13F1084P0006","TMS15F1148P0007:250475616","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1149P0001",250475617,450023063,"genomic selection.C3","CASSAVA_GS_076","TMS13F1307P0004xTMS13F1124P0002","TMS15F1149P0001:250475617","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1150P0001",250475618,450023063,"genomic selection.C3","CASSAVA_GS_076","TMS13F1214P0004xTMS13F1084P0018","TMS15F1150P0001:250475618","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1151P0001",250465401,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1212P0007xTMS13F1079P0002","TMS15F1151P0001:250465401","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1151P0002",250475619,450023063,"genomic selection.C3","CASSAVA_GS_076","TMS13F1212P0007xTMS13F1079P0002","TMS15F1151P0002:250475619","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1151P0003",250475620,450023063,"genomic selection.C3","CASSAVA_GS_076","TMS13F1212P0007xTMS13F1079P0002","TMS15F1151P0003:250475620","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1151P0006",250475621,450023063,"genomic selection.C3","CASSAVA_GS_076","TMS13F1212P0007xTMS13F1079P0002","TMS15F1151P0006:250475621","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0002",250518898,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0002:250518898","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0003",250518899,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0003:250518899","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0004",250465402,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0004:250465402","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0005",250518900,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0005:250518900","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0006",250518901,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0006:250518901","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0007",250518902,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0007:250518902","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0008",250465403,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0008:250465403","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0009",250518903,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0009:250518903","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0010",250465404,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0010:250465404","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0013",250518904,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0013:250518904","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0014",250518905,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0014:250518905","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0015",250518906,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0015:250518906","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0016",250518907,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0016:250518907","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1152P0017",250518908,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1212P0007","TMS15F1152P0017:250518908","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0001",250465405,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0001:250465405","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0003",250518909,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0003:250518909","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0005",250465406,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0005:250465406","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0006",250518911,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0006:250518911","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0007",250465407,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0007:250465407","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0008",250465408,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0008:250465408","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0009",250465409,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0009:250465409","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0010",250465410,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0010:250465410","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0011",250518912,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0011:250518912","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0012",250518913,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0012:250518913","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0013",250465411,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0013:250465411","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0014",250465412,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0014:250465412","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0015",250518914,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0015:250518914","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0016",250518915,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0016:250518915","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0017",250518916,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0017:250518916","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0018",250518917,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0018:250518917","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0019",250518918,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0019:250518918","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0020",250518919,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0020:250518919","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0021",250518920,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0021:250518920","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0022",250465413,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0022:250465413","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0024",250518921,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0024:250518921","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0025",250465414,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0025:250465414","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0026",250518922,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0026:250518922","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0027",250518923,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0027:250518923","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0028",250518924,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0028:250518924","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0029",250518925,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0029:250518925","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0031",250518926,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0031:250518926","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0035",250518927,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0035:250518927","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0036",250518928,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0036:250518928","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0038",250518929,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0038:250518929","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0039",250518930,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0039:250518930","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0042",250518931,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0042:250518931","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1153P0047",250518932,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1214P0004","TMS15F1153P0047:250518932","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0001",250518933,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0001:250518933","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0002",250518934,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0002:250518934","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0004",250518935,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0004:250518935","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0005",250518936,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0005:250518936","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0006",250518937,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0006:250518937","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0008",250518938,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0008:250518938","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0010",250518939,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0010:250518939","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0011",250518974,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0011:250518974","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0012",250518941,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0012:250518941","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0013",250465415,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0013:250465415","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0015",250518942,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0015:250518942","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0019",250518943,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0019:250518943","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1154P0020",250518944,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1436P0004","TMS15F1154P0020:250518944","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1155P0001",250465416,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1050P0008","TMS15F1155P0001:250465416","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1155P0002",250465417,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1050P0008","TMS15F1155P0002:250465417","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1155P0006",250465418,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1050P0008","TMS15F1155P0006:250465418","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1155P0010",250465419,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1050P0008","TMS15F1155P0010:250465419","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1155P0011",250465420,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1050P0008","TMS15F1155P0011:250465420","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1155P0012",250465421,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1050P0008","TMS15F1155P0012:250465421","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0001",250518945,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0001:250518945","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0003",250518946,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0003:250518946","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0004",250518947,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0004:250518947","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0005",250518948,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0005:250518948","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0006",250518949,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0006:250518949","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0007",250518950,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0007:250518950","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0008",250518951,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0008:250518951","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0010",250518952,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0010:250518952","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0011",250518953,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0011:250518953","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1156P0014",250518954,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1309P0001","TMS15F1156P0014:250518954","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1157P0001",250518955,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1307P0011","TMS15F1157P0001:250518955","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1157P0003",250465422,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1307P0011","TMS15F1157P0003:250465422","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1157P0004",250465423,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1307P0011","TMS15F1157P0004:250465423","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1157P0006",250518956,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1307P0011","TMS15F1157P0006:250518956","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1157P0007",250518957,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1307P0011","TMS15F1157P0007:250518957","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1158P0001",250518958,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1381P0005","TMS15F1158P0001:250518958","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1158P0002",250465424,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1381P0005","TMS15F1158P0002:250465424","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1158P0005",250465425,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1381P0005","TMS15F1158P0005:250465425","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1158P0006",250465427,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1381P0005","TMS15F1158P0006:250465427","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1158P0007",250518959,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1381P0005","TMS15F1158P0007:250518959","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1159P0001",250518960,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1079P0002","TMS15F1159P0001:250518960","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1159P0002",250518961,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1079P0002","TMS15F1159P0002:250518961","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1159P0003",250465428,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1079P0002","TMS15F1159P0003:250465428","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1159P0004",250518962,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1079P0002","TMS15F1159P0004:250518962","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1159P0005",250465429,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1079P0002","TMS15F1159P0005:250465429","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1159P0006",250465430,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1079P0002","TMS15F1159P0006:250465430","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1159P0007",250465431,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1079P0002","TMS15F1159P0007:250465431","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1159P0008",250518963,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1079P0002","TMS15F1159P0008:250518963","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1160P0002",250518964,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1122P0003","TMS15F1160P0002:250518964","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1160P0003",250465432,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1063P0019xTMS13F1122P0003","TMS15F1160P0003:250465432","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1160P0004",250518965,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1122P0003","TMS15F1160P0004:250518965","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1160P0005",250518966,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1122P0003","TMS15F1160P0005:250518966","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1160P0006",250518967,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1122P0003","TMS15F1160P0006:250518967","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1160P0007",250518968,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1122P0003","TMS15F1160P0007:250518968","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1160P0008",250518969,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1122P0003","TMS15F1160P0008:250518969","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1160P0009",250518970,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1122P0003","TMS15F1160P0009:250518970","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1160P0010",250518971,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1063P0019xTMS13F1122P0003","TMS15F1160P0010:250518971","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1162P0001",250518972,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1060P0026xTMS13F1307P0011","TMS15F1162P0001:250518972","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1163P0001",250518973,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1084P0018xTMS13F1381P0005","TMS15F1163P0001:250518973","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1164P0001",250518975,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1084P0018xTMS13F1084P0006","TMS15F1164P0001:250518975","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1165P0001",250465433,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1084P0018xTMS13F1436P0004","TMS15F1165P0001:250465433","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1165P0002",250465434,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1084P0018xTMS13F1436P0004","TMS15F1165P0002:250465434","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1165P0003",250518976,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1084P0018xTMS13F1436P0004","TMS15F1165P0003:250518976","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1167P0001",250465435,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS13F1084P0018xTMS13F1212P0007","TMS15F1167P0001:250465435","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1168P0001",250518977,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS13F1084P0018xTMS13F1303P0001","TMS15F1168P0001:250518977","cassavaGBSkey_20160607","GS_C2B","IITA"
"TMS15F1171P0001",250518978,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1256P0002","TMS15F1171P0001:250518978","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1171P0002",250518979,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1256P0002","TMS15F1171P0002:250518979","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1171P0003",250465436,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1244P0006xTMS14F1256P0002","TMS15F1171P0003:250465436","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1171P0004",250518980,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1256P0002","TMS15F1171P0004:250518980","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1171P0005",250518981,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1256P0002","TMS15F1171P0005:250518981","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1171P0006",250465437,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1244P0006xTMS14F1256P0002","TMS15F1171P0006:250465437","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1172P0003",250518982,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0003:250518982","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1172P0004",250465439,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0004:250465439","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1172P0005",250518983,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0005:250518983","cassavaGBSkey_20160607","GS_C3","IITA"
